year,level_1,level_2,level_3,level_4,value,total,perc
2015,Others,Total,Singapore River- Total,Robertson Quay,530,126820,0.4179151553382747
2015,Others,Total,Southern Islands- Total,Sentosa,500,126820,0.39425958050780635
2015,Others,Total,Sungei Kadut- Total,Gali Batu,10,126820,0.007885191610156127
2015,Others,Total,Sungei Kadut- Total,Turf Club,20,126820,0.015770383220312253
2015,Others,Total,Tampines- Total,Simei,1820,126820,1.435104873048415
2015,Others,Total,Tampines- Total,Tampines East,4360,126820,3.437943542028071
2015,Others,Total,Tampines- Total,Tampines West,1920,126820,1.5139567891499763
2015,Others,Total,Tampines- Total,Xilin,100,126820,0.07885191610156127
2015,Others,Total,Tanglin- Total,Chatsworth,870,126820,0.6860116700835831
2015,Others,Total,Tanglin- Total,Nassim,1080,126820,0.8516006938968618
2015,Others,Total,Tanglin- Total,Ridout,220,126820,0.17347421542343477
2015,Others,Total,Tanglin- Total,Tyersall,550,126820,0.43368553855858694
2015,Others,Total,Toa Payoh- Total,Boon Teck,290,126820,0.22867055669452768
2015,Others,Total,Toa Payoh- Total,Braddell,310,126820,0.24444093991483995
2015,Others,Total,Toa Payoh- Total,Joo Seng,150,126820,0.11827787415234191
2015,Others,Total,Toa Payoh- Total,Kim Keat,220,126820,0.17347421542343477
2015,Others,Total,Toa Payoh- Total,Lorong 8 Toa Payoh,190,126820,0.1498186405929664
2015,Others,Total,Toa Payoh- Total,Pei Chun,340,126820,0.2680965147453083
2015,Others,Total,Toa Payoh- Total,Potong Pasir,240,126820,0.18924459864374704
2015,Others,Total,Toa Payoh- Total,Sennett,90,126820,0.07096672449140513
2015,Others,Total,Toa Payoh- Total,Toa Payoh Central,990,126820,0.7806339694054565
2015,Others,Total,Toa Payoh- Total,Toa Payoh West,600,126820,0.47311149660936763
2015,Others,Total,Toa Payoh- Total,Woodleigh,100,126820,0.07885191610156127
2015,Others,Total,Western Water Catchment- Total,Western Water Catchment,70,126820,0.05519634127109289
2015,Others,Total,Woodlands- Total,Midview,790,126820,0.622930137202334
2015,Others,Total,Woodlands- Total,North Coast,280,126820,0.22078536508437155
2015,Others,Total,Woodlands- Total,Woodgrove,910,126820,0.7175524365242075
2015,Others,Total,Woodlands- Total,Woodlands East,2660,126820,2.09746096830153
2015,Others,Total,Woodlands- Total,Woodlands South,1080,126820,0.8516006938968618
2015,Others,Total,Woodlands- Total,Woodlands West,670,126820,0.5283078378804605
2015,Others,Total,Yishun- Total,Khatib,310,126820,0.24444093991483995
2015,Others,Total,Yishun- Total,Lower Seletar,80,126820,0.06308153288124901
2015,Others,Total,Yishun- Total,Nee Soon,30,126820,0.02365557483046838
2015,Others,Total,Yishun- Total,Northland,1100,126820,0.8673710771171739
2015,Others,Total,Yishun- Total,Springleaf,100,126820,0.07885191610156127
2015,Others,Total,Yishun- Total,Yishun Central,30,126820,0.02365557483046838
2015,Others,Total,Yishun- Total,Yishun East,1340,126820,1.056615675760921
2015,Others,Total,Yishun- Total,Yishun South,990,126820,0.7806339694054565
2015,Others,Total,Yishun- Total,Yishun West,1530,126820,1.2064343163538873
