year,constituency,constituency_type,candidates,party,vote_count,vote_percentage
1963,Tampines,na,Liam Tian Seng,UPP,2130,0.1723
1963,Tampines,na,Lim Jew Kan,SA,656,0.0531
1963,Tampines,na,Poh Ber Liak,BS,5976,0.4833
1963,Tanglin,na,Ariffin b. Md Said,Independent,166,0.0192
1963,Tanglin,na,E. W. Barker,PAP,4424,0.5107
1963,Tanglin,na,Eng Chau Sam,UPP,336,0.0388
1963,Tanglin,na,Tan Cheow Hock,BS,1997,0.2306
1963,Tanglin,na,Thio Chan Bee,SA,1738,0.2007
1963,Tanjong Pagar,na,Chng Boon Eng,SA,393,0.0367
1963,Tanjong Pagar,na,Lee Kuan Yew,PAP,6317,0.5893
1963,Tanjong Pagar,na,Lim Peng Kang,UPP,473,0.0441
1963,Tanjong Pagar,na,Ong Hock Siang,BS,3537,0.3299
1963,Telok Ayer,na,Goh Hong Keng,UPP,1484,0.1212
1963,Telok Ayer,na,Lam Chit Lee,BS,4987,0.4072
1963,Telok Ayer,na,Ong Pang Boon,PAP,5390,0.4401
1963,Telok Ayer,na,Wang Chung Kwang,Independent,385,0.0315
1963,Telok Blangah,na,Abdul Rahman,SA,2627,0.2114
1963,Telok Blangah,na,Jukri b. Parjo,BS,4327,0.3482
1963,Telok Blangah,na,Bernard Rodrigues,PAP,4949,0.3982
1963,Telok Blangah,na,Tan Swee Huat,UPP,525,0.0422
1963,Thomson,na,Koo Young,BS,5292,0.4917
1963,Thomson,na,Leo Keng Fong,PAP,4248,0.3947
1963,Thomson,na,Loo Ka Thiam,UPP,1223,0.1136
1963,Tiong Bahru,na,Lee Teck Him,PAP,5731,0.4815
1963,Tiong Bahru,na,Ng Teng Kian,UPP,1088,0.0914
1963,Tiong Bahru,na,Soon Dit Woo,BS,3798,0.3191
1963,Tiong Bahru,na,Tan Kok Siong,SA,508,0.0427
1963,Tiong Bahru,na,William Tan,Independent,777,0.0653
1963,Toa Payoh,na,Goh Nee Kim,UPP,1501,0.1189
1963,Toa Payoh,na,Tan Chor Yong,UDP,760,0.0603
1963,Toa Payoh,na,Wong Soon Fong,BS,6083,0.482
1963,Toa Payoh,na,Yip Sai Weng,PAP,4276,0.3388
1963,Ulu Pandan,na,Anang b. H. A. Manan,SA,1729,0.1551
1963,Ulu Pandan,na,Chow Chiok Hock,PAP,5000,0.4486
1963,Ulu Pandan,na,Johari bin Sonto,PRSSD,2967,0.2662
1963,Ulu Pandan,na,Ler Chin Tee,UPP,1450,0.1301
1963,Upper Serangoon,na,Chia Yang Loong,BS,3547,0.3017
1963,Upper Serangoon,na,Lim Choon Mong,Independent,573,0.0487
1963,Upper Serangoon,na,Phua Gek Boon,UPP,595,0.0506
1963,Upper Serangoon,na,Sia Kah Hui,PAP,6650,0.5656
1963,Upper Serangoon,na,Wu Moh Chye,SA,393,0.0334
1968,Alexandra,na,Wong Lin Ken,PAP,na,na
1968,Aljunied,na,Mohd. Ghazali Bin Ismail,PAP,na,na
1968,Anson,na,Govindaswamy Perumal,PAP,na,na
1968,Bras Basah,na,Ho See Beng,PAP,na,na
1968,Bukit Ho Swee,na,Seah Mui Kok,PAP,na,na
1968,Bukit Merah,na,Lim Guan Hoo,PAP,na,na
1968,Bukit Panjang,na,Selvadurai Pathmanaban,PAP,na,na
1968,Bukit Timah,na,Chor Yeok Eng,PAP,na,na
1968,Cairnhill,na,Lim Kim San,PAP,na,na
1968,Changi,na,Sim Boon Woo,PAP,na,na
1968,Chua Chu Kang,na,Tang See Chim,PAP,na,na
1968,Crawford,na,Low Yong Nguan,PAP,na,na
1968,Delta,na,Chan Choy Siong,PAP,na,na
1968,Farrer Park,na,Lee Chiaw Meng,PAP,7826,0.8491
1968,Farrer Park,na,M. P. D. Nair,Independent,1391,0.1509
1968,Geylang East,na,Ho Cheng Choon,PAP,na,na
1968,Geylang Serai,na,Darus Shariff,Independent,1916,0.1699
1968,Geylang Serai,na,Rahamat b Kenap,PAP,9363,0.8301
1968,Geylang West,na,Yong Nyuk Lin,PAP,na,na
1968,Havelock,na,Lim Soo Peng,PAP,na,na
1968,Hong Lim,na,Lee Khoon Choy,PAP,na,na
1968,Jalan Besar,na,Chan Chee Seng,PAP,na,na
1968,Jalan Kayu,na,Hwang Soo Jin,PAP,9581,0.823
1968,Jalan Kayu,na,Sum Chong Meng,WP,2060,0.177
1968,Joo Chiat,na,Yeoh Ghim Seng,PAP,na,na
1968,Jurong,na,Ho Kah Leong,PAP,na,na
1968,Kallang,na,Abdul Aziz Karim,PAP,na,na
1968,Kampong Chai Chee,na,Sha'ari Bin Tadin,PAP,na,na
1968,Kampong Glam,na,Rajaratnam Sinnathamby,PAP,na,na
1968,Kampong Kapor,na,Lim Cheng Lock,PAP,na,na
1968,Kampong Kembangan,na,Mohd. Ariff Bin Suradi,PAP,na,na
1968,Kampong Ubi,na,Tay Mook Yong,Independent,2169,0.1813
1968,Kampong Ubi,na,Yaacob bin Mohamed,PAP,9797,0.8187
1968,Katong,na,De Conceicao J. Francis,PAP,na,na
1968,Kreta Ayer,na,Goh Keng Swee,PAP,na,na
1968,MacPherson,na,Chua Sian Chin,PAP,na,na
1968,Moulmein,na,Chia Seong,PAP,9675,0.9056
1968,Moulmein,na,T. T. Joseph,Independent,1009,0.0944
1968,Mountbatten,na,Ng Yeow Chong,PAP,na,na
1968,Nee Soon,na,Ong Soo Chuan,PAP,10442,0.9135
1968,Nee Soon,na,Wong Hong Toy,WP,989,0.0865
1968,Pasir Panjang,na,Othman Bin Wok,PAP,na,na
1968,Paya Lebar,na,Tay Boon Too,PAP,na,na
1968,Potong Pasir,na,Sellappa Ramaswamy,PAP,na,na
1968,Punggol,na,Ng Kah Ting,PAP,na,na
1968,Queenstown,na,Jek Yeun Thong,PAP,na,na
1968,River Valley,na,Low Guan Onn,PAP,na,na
1968,Rochore,na,Toh Chin Chye,PAP,na,na
1968,Sembawang,na,Teong Eng Siong,PAP,na,na
1968,Sepoy Lines,na,Wee Toon Boon,PAP,na,na
1968,Serangoon Gardens,na,"Rodrigo, Leonard Peter",PAP,na,na
1968,Siglap,na,Abdul Rahim Bin Ishak,PAP,na,na
1968,Stamford,na,"Fong Sip Chee, Andrew",PAP,na,na
1968,Tampines,na,Phua Bah Lee,PAP,na,na
1968,Tanglin,na,"Barker, Edmund William",PAP,na,na
1968,Tanjong Pagar,na,Lee Kuan Yew,PAP,9128,0.9434
1968,Tanjong Pagar,na,R. Vetrivelu,Independent,548,0.0566
1968,Telok Ayer,na,Ong Pang Boon,PAP,na,na
1968,Telok Blangah,na,Govindasamy s/o N. Naidu,PAP,na,na
1968,Thomson,na,Ang Nam Piau,PAP,na,na
1968,Tiong Bahru,na,Ch'ng Jit Koon,PAP,na,na
1968,Toa Payoh,na,"Cheong Yuen Chee, Eric",PAP,na,na
1968,Ulu Pandan,na,Lee Teck Him,PAP,na,na
1968,Upper Serangoon,na,Sia Kah Hui,PAP,na,na
1968,Whampoa,na,Buang Bin Omar Junid,PAP,na,na
1972,Alexandra,na,S.A. Hamid,UNF,1427,0.0616
1972,Alexandra,na,Wong Kui Yu,WP,3782,0.1632
1972,Alexandra,na,Wong Lin Ken,PAP,17965,0.7752
1972,Aljunied,na,Amir Ali b.Mohamed,UNF,762,0.0424
1972,Aljunied,na,Chee Han Tong,PAP,12861,0.7151
1972,Aljunied,na,Lim Kang Chew,WP,4360,0.2425
1972,Anson,na,C. Kunjuraman,UNF,444,0.0657
1972,Anson,na,P. Govindaswamy,PAP,5027,0.7434
1972,Anson,na,Tay Kim Oh,WP,1291,0.1909
1972,Boon Teck,na,Lim Thiam Hock,PF,4954,0.3325
1972,Boon Teck,na,Phey Yew Kok,PAP,9947,0.6675
1972,Bras Basah,na,Ho See Beng,PAP,na,na
1972,Bukit Batok,na,Chai Chong Yii,PAP,9765,0.7378
1972,Bukit Batok,na,R. Vetrivelu,UNF,3471,0.2622
1972,Bukit Ho Swee,na,Chin Tian Choo,BS,2209,0.1932
1972,Bukit Ho Swee,na,Seah Mui Kok,PAP,7862,0.6877
1972,Bukit Ho Swee,na,Wee Kia Eng,WP,1361,0.1191
1972,Bukit Merah,na,Kho Jiak Hiong,WP,2042,0.1565
1972,Bukit Merah,na,Lim Guan Hoo,PAP,9044,0.6933
1972,Bukit Merah,na,Said Jali,BS,1958,0.1502
1972,Bukit Panjang,na,Lee Yiok Seng,PAP,9527,0.6765
1972,Bukit Panjang,na,Leyu Tan Jib,UNF,1060,0.0753
1972,Bukit Panjang,na,Tang Song Khiang,WP,3496,0.2482
1972,Bukit Timah,na,Chor Yeok Eng,PAP,9475,0.6678
1972,Bukit Timah,na,K. K. Nair,BS,4714,0.3322
1972,Cairnhill,na,Paul Elisha,UNF,1994,0.1908
1972,Cairnhill,na,Lim Kim San,PAP,8458,0.8092
1972,Changi,na,Normah Yahya,WP,4917,0.292
1972,Changi,na,Omar Ninggal,UNF,1412,0.0838
1972,Changi,na,Sim Boon Woo,PAP,10512,0.6242
1972,Chua Chu Kang,na,Ng Ah Chue,BS,5434,0.3764
1972,Chua Chu Kang,na,Tang See Chim,PAP,9002,0.6236
1972,Crawford,na,Ang Kok Peng,PAP,6040,0.726
1972,Crawford,na,N. M. Abdul Wahid,UNF,714,0.0859
1972,Crawford,na,Wu Kher,WP,1565,0.1881
1972,Delta,na,Yeo Choo Kok,PAP,9149,0.7072
1972,Delta,na,Wong Hong Toy,WP,2186,0.169
1972,Delta,na,A. Rahim,BS,1602,0.1238
1972,Farrer Park,na,Jeyaretnam J. B.,WP,2668,0.2311
1972,Farrer Park,na,S. A. Latiff,UNF,354,0.0307
1972,Farrer Park,na,Lee Chiaw Meng,PAP,8521,0.7382
1972,Geylang East,na,Ho Cheng Choon,PAP,9692,0.6424
1972,Geylang East,na,Kum Teng Hock,WP,4951,0.3281
1972,Geylang East,na,Mohd. Elias Ibrahim,UNF,445,0.0295
1972,Geylang Serai,na,Ahmad Haji Taff,PKMS,4978,0.3975
1972,Geylang Serai,na,Rahmat Bin Kenap,PAP,6711,0.5359
1972,Geylang Serai,na,Rom b. Jaafar,UNF,833,0.0666
1972,Geylang West,na,Quek Doh Lam,WP,3246,0.3072
1972,Geylang West,na,Yong Nyuk Lin,PAP,7320,0.6928
1972,Havelock,na,Harbans Singh,BS,2692,0.2735
1972,Havelock,na,Hon Sui Sen,PAP,7151,0.7265
1972,Henderson,na,Lai Tha Chai,PAP,6577,0.7443
1972,Henderson,na,Wong Wen Nan @ Ong Boon Nam,PF,2260,0.2557
1972,Hong Lim,na,Lee Khoon Choy,PAP,4835,0.7379
1972,Hong Lim,na,Wong Kong Hoa,PF,1717,0.2621
1972,Jalan Besar,na,Chan Chee Seng,PAP,7794,0.8386
1972,Jalan Besar,na,Johnnie Ng,UNF,1500,0.1614
1972,Jalan Kayu,na,Damodaran Nair M. P.,WP,5137,0.3686
1972,Jalan Kayu,na,Hwang Soo Jin,PAP,8283,0.5942
1972,Jalan Kayu,na,Ong Seng Kok,UNF,518,0.0372
1972,Joo Chiat,na,William Cook,UNF,2307,0.1651
1972,Joo Chiat,na,Yeoh Ghim Seng,PAP,11669,0.8349
1972,Jurong,na,Ho Kah Leong,PAP,10741,0.7643
1972,Jurong,na,Ng Soon Hee,UNF,3312,0.2357
1972,Kallang,na,Abdul Aziz Karim,PAP,12626,0.7975
1972,Kallang,na,Sultan Mydin Bin Abdul Hamid,UNF,3205,0.2025
1972,Kampong Chai Chee,na,Hashim Bin Yadi,WP,2590,0.1819
1972,Kampong Chai Chee,na,Ng Yang Choo,BS,4188,0.2942
1972,Kampong Chai Chee,na,Sha'ari Bin Tadin,PAP,7458,0.5239
1972,Kampong Glam,na,Sinnathamby Rajaratnam,PAP,na,na
1972,Kampong Kapor,na,Chng Boon Eng,UNF,2251,0.2685
1972,Kampong Kapor,na,Yeo Toon Chia,PAP,6132,0.7315
1972,Kampong Kembangan,na,Kamaruddin Hassan,UNF,1687,0.1004
1972,Kampong Kembangan,na,Mohamed Ariff Bin Suradi,PAP,9671,0.5753
1972,Kampong Kembangan,na,Othman Abdullah,WP,5451,0.3243
1972,Kampong Ubi,na,Darus Shariff,UNF,1017,0.072
1972,Kampong Ubi,na,Rahman Zin,PKMS,5076,0.3594
1972,Kampong Ubi,na,Ya'acob bin Mohamed,PAP,8030,0.5686
1972,Katong,na,De Conceicao Joseph Francis,PAP,na,na
1972,Kim Keat,na,Ong Teng Cheong,PAP,10262,0.74
1972,Kim Keat,na,W. J. Paglar,UNF,583,0.0421
1972,Kim Keat,na,Seow Khee Leng,WP,3022,0.2179
1972,Kim Seng,na,Ong Leong Boon,PAP,8178,0.6774
1972,Kim Seng,na,Heng Swee Tong,WP,3895,0.3226
1972,Kreta Ayer,na,Goh Keng Swee,PAP,na,na
1972,Kuo Chuan,na,P. Mano,BS,3757,0.2631
1972,Kuo Chuan,na,P. Selvadurai,PAP,10523,0.7369
1972,Leng Kee,na,Ahmad Mattar,PAP,10929,0.6828
1972,Leng Kee,na,N. Logam,UNF,1042,0.0651
1972,Leng Kee,na,Ng Ho,WP,4036,0.2521
1972,MacPherson,na,Chua Sian Chin,PAP,10117,0.6876
1972,MacPherson,na,Lee Tow Kiat,WP,4597,0.3124
1972,Moulmein,na,Cheng Poh Yew,WP,2822,0.2757
1972,Moulmein,na,Sia Khoon Seong,PAP,7412,0.7243
1972,Mountbatten,na,Ng Yeow Chong,PAP,na,na
1972,Nee Soon,na,Ong Soo Chuan,PAP,11636,0.7329
1972,Nee Soon,na,F. S. Yap,UNF,4240,0.2671
1972,Pasir Panjang,na,Othman Bin Wok,PAP,9209,0.7177
1972,Pasir Panjang,na,Syed Ahmad Bin Syed Husain,UNF,3623,0.2823
1972,Paya Lebar,na,Kow Kee Seng,Independent,1545,0.0859
1972,Paya Lebar,na,Tan Poh Seng,WP,5361,0.2982
1972,Paya Lebar,na,Tay Boon Too,PAP,11073,0.6159
1972,Potong Pasir,na,Baptist Ivan Cuthbert,PAP,7772,0.6622
1972,Potong Pasir,na,Harnek Singh,UNF,573,0.0489
1972,Potong Pasir,na,Rajaratnam Murugason,WP,3391,0.2889
1972,Punggol,na,Ng Kah Ting,PAP,8215,0.5813
1972,Punggol,na,Ng Teng Kian,Independent,5917,0.4187
1972,Queenstown,na,Chua Eng Huat,WP,2504,0.1433
1972,Queenstown,na,Jek Yeun Thong,PAP,14200,0.8124
1972,Queenstown,na,Lew Ban Huat,UNF,775,0.0443
1972,River Valley,na,Tan Eng Liang,PAP,na,na
1972,Rochore,na,Lee Siew Choh,BS,4076,0.396
1972,Rochore,na,Toh Chin Chye,PAP,6218,0.604
1972,Sembawang,na,Mohd Arif,UNF,2478,0.2264
1972,Sembawang,na,Teong Eng Siong,PAP,8466,0.7736
1972,Sepoy Lines,na,Ho Soo Hock,UNF,2107,0.187
1972,Sepoy Lines,na,Wee Toon Boon,PAP,9160,0.813
1972,Serangoon Gardens,na,Rodrigo Leonard Peter,PAP,na,na
1972,Siglap,na,Abdul Rahim Ishak,PAP,11456,0.7863
1972,Siglap,na,Ariffin Noordin,WP,2529,0.1736
1972,Siglap,na,H. M. Yahiya,UNF,584,0.0401
1972,Stamford,na,Chiang Seok Keong,WP,1999,0.2823
1972,Stamford,na,Fong Sip Chee,PAP,5083,0.7177
1972,Tampines,na,Phua Bah Lee,PAP,9049,0.643
1972,Tampines,na,Tan Sim Hock,PF,5025,0.357
1972,Tanglin,na,Barker Edmund William,PAP,na,na
1972,Tanjong Pagar,na,Lee Kuan Yew,PAP,7542,0.8408
1972,Tanjong Pagar,na,Leong Mun Kwai,PF,1428,0.1592
1972,Telok Ayer,na,Ng Oh Chew,UNF,1452,0.1602
1972,Telok Ayer,na,Ong Pang Boon,PAP,7612,0.8398
1972,Telok Blangah,na,N. Govindasamy,PAP,7669,0.5792
1972,Telok Blangah,na,M. Ramasamy,UNF,858,0.0648
1972,Telok Blangah,na,Zainul Abiddin Bin Mohd. Shah,WP,4714,0.356
1972,Thomson,na,Ang Nam Piau,PAP,12378,0.7255
1972,Thomson,na,Chung Kit Wong,PF,4683,0.2745
1972,Tiong Bahru,na,Ch'ng Jit Koon,PAP,11991,0.7562
1972,Tiong Bahru,na,Lee Kah Chit,UNF,894,0.0564
1972,Tiong Bahru,na,Seow Yong Chew,WP,2972,0.1874
1972,Toa Payoh,na,Cheong Yuen Chee,PAP,10884,0.7385
1972,Toa Payoh,na,Tay Cheng Kang,BS,3853,0.2615
1972,Ulu Pandan,na,Ang Kheng Kwan,UNF,3678,0.2817
1972,Ulu Pandan,na,Chiang Hai Ding,PAP,9378,0.7183
1972,Upper Serangoon,na,Lim Kia Joo,UNF,3401,0.2228
1972,Upper Serangoon,na,Sia Kah Hui,PAP,11862,0.7772
1972,Whampoa,na,Phang Juet Haw,PF,2395,0.2145
1972,Whampoa,na,"Tan Hui Heng, Augustine",PAP,8773,0.7855
1976,Alexandra,na,Chua Boon Eng Edward,WP,3941,0.241
1976,Alexandra,na,Tan Soo Khoon,PAP,12413,0.759
1976,Aljunied,na,Chin Harn Tong,PAP,12230,0.7488
1976,Aljunied,na,Lim Kang Chew,WP,4103,0.2512
1976,Ang Mo Kio,na,Yeo Toon Chia alias Yeo Toon Chang,PAP,na,na
1976,Anson,na,Perumal Govindaswamy,PAP,na,na
1976,Bedok,na,Sha'ari bin Tadin,PAP,7928,0.7378
1976,Bedok,na,Sim Peng Kim,UF,2818,0.2622
1976,Boon Lay,na,Ngeow Pack Hua,PAP,11749,0.7982
1976,Boon Lay,na,V Joseph,SJP,2970,0.2018
1976,Boon Teck,na,Ng Seng Chua,BS,4958,0.2808
1976,Boon Teck,na,Phey Yew Kok,PAP,12698,0.7192
1976,Braddell Heights,na,Lee Khoon Choy,PAP,na,na
1976,Brickworks,na,Ahmad Mattar,PAP,9871,0.7399
1976,Brickworks,na,Tung Tao-Chang alias Shums,UF,3470,0.2601
1976,Bukit Batok,na,Chai Chong Yii,PAP,12216,0.8457
1976,Bukit Batok,na,Sulaiman bin Jaffar,SJP,2229,0.1543
1976,Bukit Ho Swee,na,Hwang Ban Cheong,UF,3407,0.265
1976,Bukit Ho Swee,na,Seah Mui Kok,PAP,9451,0.735
1976,Bukit Merah,na,Lim Guan Hoo,PAP,12775,0.7637
1976,Bukit Merah,na,Wong Kui Yu,UF,3952,0.2363
1976,Bukit Panjang,na,Ho Juan Thai,WP,5731,0.3257
1976,Bukit Panjang,na,Lee Yiok Seng,PAP,11867,0.6743
1976,Bukit Timah,na,Chor Yeok Eng,PAP,na,na
1976,Buona Vista,na,Ang Kok Peng,PAP,12704,0.8275
1976,Buona Vista,na,Hashim bin Mukayat,UPF,2649,0.1725
1976,Cairnhill,na,Chiam See Tong,Independent,3726,0.3183
1976,Cairnhill,na,Lim Kim San,PAP,7979,0.6817
1976,Changi,na,Teo Chong Tee,PAP,12038,0.7263
1976,Changi,na,Zainal Abiden bin Mohd Ali,WP,4537,0.2737
1976,Chua Chu Kang,na,Chan Keng Sieng,WP,5336,0.3125
1976,Chua Chu Kang,na,Tang See Chim,PAP,11740,0.6875
1976,Delta,na,Ng Ho,UF,3286,0.236
1976,Delta,na,Yeo Choo Kok,PAP,10636,0.764
1976,Farrer Park,na,Lee Chiaw Meng,PAP,na,na
1976,Geylang East,na,Ho Cheng Choon,PAP,9405,0.6849
1976,Geylang East,na,Kum Teng Hock,WP,4326,0.3151
1976,Geylang Serai,na,Amnah bte Kuong Hussein,PKMS,3129,0.2364
1976,Geylang Serai,na,Darus bin Shariff,UPF,1326,0.1002
1976,Geylang Serai,na,Rahmat bin Kenap,PAP,8780,0.6634
1976,Geylang West,na,Lim Tiong Hock,UF,4822,0.2882
1976,Geylang West,na,Yong Nyuk Lin,PAP,11912,0.7118
1976,Havelock,na,Hon Sui Sen,PAP,9250,0.7929
1976,Havelock,na,Ngoei Soon On,WP,2416,0.2071
1976,Henderson,na,Hoe Boon Teck,WP,4338,0.2523
1976,Henderson,na,Lai Tha Chai,PAP,12857,0.7477
1976,Jalan Besar,na,Chan Chee Seng,PAP,na,na
1976,Jalan Kayu,na,Hwang Soo Jin,PAP,8883,0.6157
1976,Jalan Kayu,na,M P D Nair,WP,5544,0.3843
1976,Joo Chiat,na,M. Ameer Batcha,WP,3247,0.2527
1976,Joo Chiat,na,Yeoh Ghim Seng,PAP,9601,0.7473
1976,Jurong,na,Ho Kah Leong alias Ho Kah Leung,PAP,na,na
1976,Kallang,na,Chan Yoke Kwong,UF,4175,0.261
1976,Kallang,na,S. Dhanabalan,PAP,11823,0.739
1976,Kampong Chai Chee,na,"Fong Sip Chee, Andrew",PAP,10729,0.5992
1976,Kampong Chai Chee,na,J. B. Jeyaretnam,WP,7177,0.4008
1976,Kampong Glam,na,Ang Bee Lian,UPF,3241,0.1982
1976,Kampong Glam,na,S. Rajaratnam,PAP,13114,0.8018
1976,Kampong Kembangan,na,Mansor Sukaimi,PAP,8028,0.6402
1976,Kampong Kembangan,na,R. Murugason,WP,4511,0.3598
1976,Kampong Ubi,na,Sahid Bin Sahooman,PKMS,6101,0.3154
1976,Kampong Ubi,na,Ya'acob bin Mohamed,PAP,13241,0.6846
1976,Katong,na,J. F. Conceicao,PAP,10721,0.7618
1976,Katong,na,William Cook,UF,3353,0.2382
1976,Khe Bong,na,Ho See Beng,PAP,10950,0.7433
1976,Khe Bong,na,Sim Say Chuan,BS,3782,0.2567
1976,Kim Keat,na,Chin Tian Choo,BS,4353,0.2338
1976,Kim Keat,na,Ong Teng Cheong,PAP,14262,0.7662
1976,Kim Seng,na,Chiang Seok Keong,WP,3159,0.2235
1976,Kim Seng,na,Ong Leong Boon,PAP,10975,0.7765
1976,Kolam Ayer,na,R. Chetty,UF,5007,0.2754
1976,Kolam Ayer,na,Sidek bin Saniff,PAP,13175,0.7246
1976,Kreta Ayer,na,Goh Keng Swee,PAP,na,na
1976,Kuo Chuan,na,Ng Ah Chue,BS,4100,0.2558
1976,Kuo Chuan,na,P. Selvadurai,PAP,11931,0.7442
1976,Leng Kee,na,Ng Lep Chong,UF,4043,0.2324
1976,Leng Kee,na,Ow Chin Hock,PAP,13356,0.7676
1976,MacPherson,na,Chua Sian Chin,PAP,na,na
1976,Marine Parade,na,Goh Chok Tong,PAP,14418,0.7862
1976,Marine Parade,na,Monsor Rahman,UF,3922,0.2138
1976,Moulmein,na,Balakrishnan,WP,2766,0.2347
1976,Moulmein,na,Lee Nai Choo,Independent,447,0.038
1976,Moulmein,na,Sia Khoon Seong,PAP,8571,0.7273
1976,Mountbatten,na,Ng Yeow Chong,PAP,9412,0.6586
1976,Mountbatten,na,Seow Khee Leng,UF,4878,0.3414
1976,Nee Soon,na,Ong Soo Chuan,PAP,na,na
1976,Pasir Panjang,na,Othman bin Wok,PAP,8138,0.7193
1976,Pasir Panjang,na,Zainal Abiddin bin Mohd Shah,WP,3176,0.2807
1976,Paya Lebar,na,Tan Cheng San,PAP,9764,0.6752
1976,Paya Lebar,na,Wong Hong Toy,WP,4697,0.3248
1976,Potong Pasir,na,Baptist Ivan Cuthbert,PAP,9667,0.7483
1976,Potong Pasir,na,Quek Doh Lam,WP,3252,0.2517
1976,Punggol,na,Ng Kah Ting,PAP,13360,0.6941
1976,Punggol,na,Tan Yong Sin,WP,5887,0.3059
1976,Queenstown,na,Jek Yeun Thong,PAP,na,na
1976,Radin Mas,na,Govindasamy N,PAP,13246,0.7565
1976,Radin Mas,na,Othman Abdullah,WP,4263,0.2435
1976,River Valley,na,Tan Eng Liang,PAP,12256,0.8182
1976,River Valley,na,Wu Kher,WP,2724,0.1818
1976,Rochore,na,Lee Siew Choh,BS,4768,0.345
1976,Rochore,na,Toh Chin Chye,PAP,9053,0.655
1976,Sembawang,na,Santhi Thevar,UPF,2685,0.1643
1976,Sembawang,na,Teong Eng Siong,PAP,13661,0.8357
1976,Serangoon Gardens,na,C. H. Crabb,WP,3397,0.3126
1976,Serangoon Gardens,na,Lau Teik Soon,PAP,7471,0.6874
1976,Siglap,na,A Rahim Ishak,PAP,9733,0.782
1976,Siglap,na,Weerappulli K. W. B.,UF,2714,0.218
1976,Tampines,na,Phua Bah Lee,PAP,na,na
1976,Tanglin,na,Barker Edmund William,PAP,na,na
1976,Tanjong Pagar,na,Harbans Singh,UPF,1232,0.1097
1976,Tanjong Pagar,na,Lee Kuan Yew,PAP,9996,0.8903
1976,Telok Ayer,na,Ong Pang Boon,PAP,na,na
1976,Telok Blangah,na,Shaik Ahmad bin Abdul Haleem,PAP,na,na
1976,Thomson,na,Ang Nam Piau,PAP,10636,0.7412
1976,Thomson,na,Chung Kit Wong,UF,3714,0.2588
1976,Tiong Bahru,na,Ch'ng Jit Koon,PAP,15248,0.831
1976,Tiong Bahru,na,Teo Kim Hoe,UPF,3100,0.169
1976,Toa Payoh,na,Abdul Rahim,BS,3450,0.2637
1976,Toa Payoh,na,Cheong Yuen Chee,PAP,9633,0.7363
1976,Ulu Pandan,na,Chiang Hai Ding,PAP,na,na
1976,Upper Serangoon,na,Ng Kwee Lim,UF,2630,0.2085
1976,Upper Serangoon,na,Sia Kah Hui,PAP,9982,0.7915
1976,Whampoa,na,Mohamed Shariff,WP,3438,0.1902
1976,Whampoa,na,"Tan Hui Heng, Augustine",PAP,14636,0.8098
1980,Alexandra,na,Tan Soo Khoon,PAP,na,na
1980,Aljunied,na,Chin Harn Tong,PAP,13313,0.8459
1980,Aljunied,na,Sim Peng Kim,UF,2425,0.1541
1980,Ang Mo Kio,na,Ang Bee Lian,UPF,3830,0.1801
1980,Ang Mo Kio,na,Yeo Toon Chia,PAP,17436,0.8199
1980,Anson,na,C V Devan Nair,PAP,11564,0.841
1980,Anson,na,Santhi Thevar,UPF,2187,0.159
1980,Ayer Rajah,na,A R Suib,SJP,2470,0.1661
1980,Ayer Rajah,na,Tan Cheng Bock,PAP,12400,0.8339
1980,Bedok,na,Abdul Rahman Bin Mohamed Zin,PKMS,3527,0.1801
1980,Bedok,na,S Jayakumar,PAP,14691,0.7503
1980,Bedok,na,Thomas Anthony Tay,UPF,1362,0.0696
1980,Boon Lay,na,Goh Chee Wee,PAP,15005,0.7419
1980,Boon Lay,na,Tan Chee Kien,UF,5220,0.2581
1980,Boon Teck,na,Lee Siew Choh,BS,5571,0.3186
1980,Boon Teck,na,Liew Kok Pun,PAP,11917,0.6814
1980,Braddell Heights,na,Lee Khoon Choy,PAP,na,na
1980,Brickworks,na,Ahmad Bin Mohamed Mattar,PAP,na,na
1980,Bukit Batok,na,Chai Chong Yii,PAP,na,na
1980,Bukit Ho Swee,na,Seah Mui Kok,PAP,na,na
1980,Bukit Merah,na,Lim Chee Onn,PAP,na,na
1980,Bukit Panjang,na,Lee Yiok Seng,PAP,18510,0.8703
1980,Bukit Panjang,na,Mohd Sani,UPF,2759,0.1297
1980,Bukit Timah,na,Chor Yeok Eng,PAP,na,na
1980,Buona Vista,na,Ang Kok Peng,PAP,na,na
1980,Cairnhill,na,Fok Tai Loy,SDP,4498,0.2821
1980,Cairnhill,na,Wong Kwei Cheong,PAP,11444,0.7179
1980,Changi,na,Teo Chong Tee,PAP,na,na
1980,Cheng San,na,Choong Chee Kwong,WP,3911,0.2411
1980,Cheng San,na,Lee Yock Suan,PAP,12312,0.7589
1980,Chong Boon,na,Chandra Das,PAP,na,na
1980,Chua Chu Kang,na,Tang See Chim,PAP,na,na
1980,Clementi,na,Bernard Chen Tien Lap,PAP,12162,0.8542
1980,Clementi,na,S Munjeet,UPF,2076,0.1458
1980,Delta,na,Yeo Choo Kok,PAP,na,na
1980,Geylang Serai,na,Othman Haron Eusofe,PAP,13195,0.7199
1980,Geylang Serai,na,Seow Khee Leng,UF,5134,0.2801
1980,Geylang West,na,Long B Abdullah,UPF,2994,0.1455
